,participant,task,trial,choice,reward,stimulus_0,stimulus_1,validities,item_type,tier
6571,68,0,43,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6572,68,0,44,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6573,68,0,45,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6574,68,0,46,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6575,68,0,47,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
6576,68,0,48,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
6577,68,0,49,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6578,68,0,50,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6579,68,0,51,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
6580,68,0,52,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6581,68,0,53,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6582,68,0,54,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6583,68,0,55,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6584,68,0,56,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6585,68,0,57,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6586,68,0,58,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6587,68,0,59,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6588,68,0,60,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6589,68,0,61,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6590,68,0,62,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6591,68,0,63,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6592,68,0,64,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6593,68,0,65,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6594,68,0,66,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6595,68,0,67,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6596,68,0,68,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6597,68,0,69,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
6598,68,0,70,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6599,68,0,71,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6600,68,0,72,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6601,68,0,73,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6602,68,0,74,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6603,68,0,75,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6604,68,0,76,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6605,68,0,77,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6606,68,0,78,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6607,68,0,79,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6608,68,0,80,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6609,68,0,81,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6610,68,0,82,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6611,68,0,83,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6612,68,0,84,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
6613,68,0,85,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6614,68,0,86,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6615,68,0,87,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6616,68,0,88,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6617,68,0,89,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6618,68,0,90,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6619,68,0,91,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6620,68,0,92,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6621,68,0,93,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6622,68,0,94,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6623,68,0,95,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6624,69,0,0,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6625,69,0,1,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6626,69,0,2,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6627,69,0,3,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6628,69,0,4,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6629,69,0,5,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6630,69,0,6,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
6631,69,0,7,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6632,69,0,8,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6633,69,0,9,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6634,69,0,10,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6635,69,0,11,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6636,69,0,12,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6637,69,0,13,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6638,69,0,14,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6639,69,0,15,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6640,69,0,16,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6641,69,0,17,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
6642,69,0,18,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6643,69,0,19,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6644,69,0,20,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6645,69,0,21,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6646,69,0,22,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6647,69,0,23,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6648,69,0,24,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6649,69,0,25,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6650,69,0,26,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6651,69,0,27,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6652,69,0,28,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6653,69,0,29,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6654,69,0,30,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6655,69,0,31,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6656,69,0,32,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6657,69,0,33,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6658,69,0,34,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
6659,69,0,35,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6660,69,0,36,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6661,69,0,37,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6662,69,0,38,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
6663,69,0,39,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6664,69,0,40,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6665,69,0,41,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6666,69,0,42,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6667,69,0,43,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
6668,69,0,44,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6669,69,0,45,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6670,69,0,46,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6671,69,0,47,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6672,69,0,48,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6673,69,0,49,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6674,69,0,50,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
6675,69,0,51,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6676,69,0,52,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
6677,69,0,53,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6678,69,0,54,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6679,69,0,55,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6680,69,0,56,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6681,69,0,57,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6682,69,0,58,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6683,69,0,59,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
6684,69,0,60,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6685,69,0,61,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6686,69,0,62,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6687,69,0,63,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6688,69,0,64,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6689,69,0,65,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6690,69,0,66,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
6691,69,0,67,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
6692,69,0,68,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6693,69,0,69,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6694,69,0,70,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6695,69,0,71,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6696,69,0,72,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
6697,69,0,73,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6698,69,0,74,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6699,69,0,75,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6700,69,0,76,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6701,69,0,77,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6702,69,0,78,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6703,69,0,79,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
6704,69,0,80,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
6705,69,0,81,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6706,69,0,82,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6707,69,0,83,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6708,69,0,84,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6709,69,0,85,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6710,69,0,86,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6711,69,0,87,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6712,69,0,88,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6713,69,0,89,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6714,69,0,90,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6715,69,0,91,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6716,69,0,92,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6717,69,0,93,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6718,69,0,94,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6719,69,0,95,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6720,70,0,0,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6721,70,0,1,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6722,70,0,2,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6723,70,0,3,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6724,70,0,4,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
6725,70,0,5,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6726,70,0,6,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6727,70,0,7,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6728,70,0,8,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
6729,70,0,9,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6730,70,0,10,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6731,70,0,11,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6732,70,0,12,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6733,70,0,13,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6734,70,0,14,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6735,70,0,15,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
6736,70,0,16,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6737,70,0,17,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6738,70,0,18,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6739,70,0,19,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6740,70,0,20,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6741,70,0,21,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6742,70,0,22,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6743,70,0,23,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6744,70,0,24,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6745,70,0,25,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6746,70,0,26,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6747,70,0,27,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6748,70,0,28,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6749,70,0,29,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
6750,70,0,30,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6751,70,0,31,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6752,70,0,32,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6753,70,0,33,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6754,70,0,34,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6755,70,0,35,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6756,70,0,36,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6757,70,0,37,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6758,70,0,38,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6759,70,0,39,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6760,70,0,40,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6761,70,0,41,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6762,70,0,42,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6763,70,0,43,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6764,70,0,44,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
6765,70,0,45,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
6766,70,0,46,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6767,70,0,47,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6768,70,0,48,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6769,70,0,49,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6770,70,0,50,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6771,70,0,51,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6772,70,0,52,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
6773,70,0,53,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6774,70,0,54,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6775,70,0,55,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6776,70,0,56,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6777,70,0,57,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6778,70,0,58,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6779,70,0,59,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6780,70,0,60,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
6781,70,0,61,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6782,70,0,62,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6783,70,0,63,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6784,70,0,64,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
6785,70,0,65,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6786,70,0,66,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6787,70,0,67,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
6788,70,0,68,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6789,70,0,69,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6790,70,0,70,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
6791,70,0,71,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6792,70,0,72,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
6793,70,0,73,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6794,70,0,74,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6795,70,0,75,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6796,70,0,76,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6797,70,0,77,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6798,70,0,78,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6799,70,0,79,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
6800,70,0,80,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6801,70,0,81,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6802,70,0,82,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
6803,70,0,83,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
6804,70,0,84,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
6805,70,0,85,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6806,70,0,86,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
6807,70,0,87,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6808,70,0,88,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
6809,70,0,89,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6810,70,0,90,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6811,70,0,91,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
6812,70,0,92,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
6813,70,0,93,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6814,70,0,94,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
6815,70,0,95,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
6816,71,0,0,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
6817,71,0,1,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6818,71,0,2,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6819,71,0,3,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
6820,71,0,4,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
6821,71,0,5,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
6822,71,0,6,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6823,71,0,7,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
6824,71,0,8,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
6825,71,0,9,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
6826,71,0,10,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
6827,71,0,11,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
6828,71,0,12,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
